M,r,a,Q,x,value
100,496.31848444510456,192.60838901456987,53.51117900056727,0.9591397367654761,0.850493370442232
100,489.6370473630931,107.60578608116576,81.95652311090576,2.0663977733639673,0.812792894931948
100,374.1803525094839,4.74526506758523,58.396721149193446,2.5386783052326893,0.699973043794290
100,350.8741644656828,121.30887485129891,88.01539348862146,2.2702871478405524,0.763896232541161
100,475.14314504294805,47.76351245146636,17.526827412225806,2.8155964107501736,0.765005054929135
100,300.5238874313265,131.37844462208528,79.37684704603838,2.05164325952473,0.756297708961701
100,384.78712938017264,76.13539460751296,25.295960277380907,0.7082813606259813,0.715638654135039
100,539.1228321094876,169.73614540296862,52.895497648160294,2.152903402048648,0.846353625475735
100,433.7354384050634,27.25482030923468,54.933106353383494,1.2171144304149024,0.747404765889292
100,557.3465754890747,190.30485535623106,30.9258873862899,3.0042747336833258,0.826267549150150
100,345.89217172709556,62.13024434992928,1.0302019369367401,0.16291895044667748,0.663497107260533
100,385.68309829395514,191.34160664180152,68.15387606524308,0.36489294653358106,0.790336064998186
100,399.855239267779,189.13215155907747,40.697071565035465,2.635211383190135,0.791633144992622
100,353.1275786753507,33.63385423322933,39.55813068404482,1.5252567254945775,0.674718161985668
100,519.0341363886998,125.29435360544724,52.24372663808159,1.2701031953825914,0.824378467193405
100,312.35675663552354,115.08895700257534,24.58087206116208,0.9299073677208861,0.691691791274654
100,520.1805369269471,153.21763669862202,39.68700748754681,1.0458689940762,0.832464389485753
100,461.0025339406258,141.3188232058601,19.8225376384715,0.82306571791345,0.796503478481362
100,317.4146393382848,139.41961420252196,66.13646557862312,1.3008010344763685,0.773331831761111
100,498.38788769339504,58.365280318807564,63.921731827444745,0.6125438321939609,0.789398063876793
100,598.9190259921925,47.5311423445795,11.9965216221561,2.972920482803549,0.817723504486044
100,377.1420292854466,111.46084346101154,23.42834070220324,0.7197500714214863,0.731095290404100
100,541.3164168424444,107.60175236176148,39.423020547839634,2.886059026197378,0.807005585130609
100,304.48835665382944,184.6135265575468,15.00017322030332,0.8029354360139793,0.778305349363906
100,325.12539503699384,58.162171683513066,73.24401442567662,1.6382972627056636,0.683767198546142
100,587.250374906368,146.29933330117734,28.61089246119508,0.34174523865452877,0.828293082885412
100,598.7758693382448,121.22058471362567,69.44935265691305,0.2779113837928196,0.833136067485713
100,387.5259655160747,173.4852217329744,69.25758578796417,0.499163443168984,0.787661697218109
100,548.0911160351307,46.368271188858614,30.4331937322629,0.9573990990501079,0.802378011672402
100,326.22203403185745,173.6389880260479,75.96728810224425,3.090662738473325,0.751563891788023
100,553.7721696089543,174.24778037826076,31.30247300631836,2.952698309675342,0.822455500819145
100,448.0440801018024,27.68486083812541,31.6061355668384,1.7838678384994633,0.749875755977207
100,320.5157378044543,5.7837953075754935,32.46565675372825,0.9763820997406264,0.621732972252235
100,347.2370787812015,170.28586103296885,97.67688466265773,1.7355602244151371,0.859573677225723
100,340.66137481806254,153.36077319125408,49.11651849486916,2.5454885713477466,0.747533476258193
100,389.5134624075666,30.85231837801259,17.963897192005184,1.8554992459435191,0.703345455934837
100,508.6484520936259,10.675190155907835,76.47647231929012,0.0821263101727689,0.793455714156242
100,503.39524889450126,180.2786086095449,7.686518878513308,2.536796367653898,0.820239897275915
100,403.6986301523131,180.37421962321818,68.80049095739214,1.0426443012628352,0.835391403406082
100,511.3845970746521,176.17127893754503,72.816996398336,2.0807042092652916,0.852816562755879
100,375.9825497149585,101.77917978114475,52.52054207284029,1.1217201651675972,0.743782488525648
100,386.5419035190718,178.00383309084745,76.78343345347783,2.922012301485086,0.781500156789718
100,360.788903745927,3.5235652375890583,25.513764691642482,1.2657720973412887,0.671380344275499
100,445.05699210504747,34.146297003268984,19.470506652959827,0.8567851207881103,0.746333437269046
100,324.302964647932,91.02663192242852,16.755515163457982,1.0880040508069426,0.676007256046169
100,387.5804160569696,41.8041847508592,23.2538082590747,2.0696656089891263,0.705610060969099
100,401.36156224136727,46.94588152319664,88.42261309702138,1.4183053727584927,0.750822488153017
100,530.5680945762246,93.26211372318173,47.925694825435635,0.26661605057907034,0.802245192826689
100,389.5447754961788,27.82608900871665,91.00643021683425,2.011146127910897,0.738753195174687
100,311.2333410776449,37.47234288328866,6.397221890482866,0.9004566822402947,0.608475485439314
100,400.08207910875143,132.57129055133282,5.619880553804973,1.9392292020818178,0.775585166708211
100,408.24436440575573,27.104465769272203,54.06092900626231,1.096796765733997,0.729076819240917
100,596.1804630272221,111.67004902833683,85.95308456194985,2.2821797764173204,0.842488433923437
100,482.31061325449224,37.023047277736325,88.11121489911082,1.8987063985362755,0.790072380126472
100,472.29265486751547,150.2821573154518,29.134873385206152,2.240657561583537,0.809929110400453
100,469.175717559604,194.09476484331617,5.549918564173173,0.5285363153322069,0.812824804195608
100,319.33191109677745,109.62218228556993,72.05669668789028,1.83764266785991,0.733516216923213
100,354.96099012713654,95.58840169811768,88.41879908731026,1.757476914521956,0.754785570673857
100,474.90360413009273,176.06179620430754,46.2293898604333,2.691606151085368,0.808089440895014
100,473.0090228692641,4.703534297031476,73.6142180560059,1.8654396897569099,0.775557560978420
100,515.0871451151985,142.87951075707542,61.08361049484312,1.6694681658549344,0.837973644607946
100,387.4655011127237,14.915451304437205,30.865342087142146,0.15672130516643903,0.700673059730465
100,463.49751161644303,107.93862898926888,39.422352312187684,1.6121246438124184,0.793666505992756
100,398.70563328003317,131.7817607604765,56.75542474477689,1.100481749737026,0.783650920431107
100,538.5445770837315,94.07655139841,17.14810516952281,1.1460514019620476,0.810404027733461
100,426.79954984950945,183.1412792573562,97.65963731027861,3.109887915187238,0.805345080213546
100,381.208111899712,194.86924556642163,66.76010458289507,0.9747559954582664,0.841993912730650
100,319.4861509916606,118.84711935803901,41.44104388758089,1.5606950919753966,0.727456090134661
100,394.63949059186507,143.81817694439061,87.88099834861893,1.2134339839518402,0.815354400289100
100,398.91174877701826,194.94577746846505,75.82631925824637,2.8469974258857946,0.796725941708620
100,320.616219154018,141.53371414766963,90.32959589513246,1.329747850639527,0.802062884364580
100,495.03795910222846,82.78546142833058,46.0451312991097,2.347272407592078,0.789960676340171
100,598.5466395269159,86.96049641366149,6.479127087482784,2.8341490454690295,0.821069790861205
100,392.5372043203863,152.38848694977347,47.40621937738038,1.0257837396235332,0.793889184867000
100,438.0885809754478,109.9046692387895,85.52167519945401,3.121009998347223,0.778697994489377
100,485.72241332286734,108.43158770024915,39.447711545361116,0.9195418812995363,0.795663167291700
100,438.11774563957744,9.597226461952182,6.073514407598411,2.717036094595884,0.737534414589159
100,550.5646866138136,156.427432748325,32.49342260521845,0.36987930591198914,0.820773863383453
100,552.5101755359652,101.35264756684859,66.4547815532262,2.3114984770822575,0.822057061032332
100,599.2481888414268,68.83694684173645,14.700766793077964,3.1004461489440924,0.819270372663467
100,479.35345506722103,179.17159439325644,93.25432471187185,0.1493507379375799,0.817887176051402
100,377.0815237387822,128.00447381611002,67.26367987468295,0.8627082764699963,0.766813170768886
100,344.6085536254073,181.1190726740927,62.166472160046304,0.993909012307319,0.820424839231998
100,569.3477615823317,184.5893374870403,94.38339482794315,2.356526444324753,0.861555495692095
100,587.4496207428792,73.86109188460263,34.448197606431336,1.2772990065648258,0.823344103834270
100,534.3859585250001,94.74558998692831,5.597551156022969,2.3612140860153175,0.804370327401353
100,596.5410561278568,87.07321613755643,32.95358409378987,2.7445992878952166,0.822694673822206
100,315.79408513538823,163.3425072040027,85.0729102712591,1.37171156663524,0.836343379662053
100,476.259175635059,122.99054231282612,72.41341606144032,2.8662574946169608,0.794294234222997
100,596.5062665214157,27.953157824021346,70.7639952382483,2.006483965602206,0.825055960987845
100,591.981726639114,52.77971966735691,25.715636160203683,0.251508659443062,0.816709299392999
100,422.3189154627816,94.83006860911671,12.564192115023534,0.09073601587521812,0.741765237486552
100,569.5223200216553,72.56316287483719,25.117735625642993,0.17927910513744527,0.810361496173822
100,321.31206869777685,14.813407771616129,25.651098481704963,0.6424008666610515,0.620907039490294
100,547.6807946088886,32.0001031526464,5.432982201265791,1.5114353779969503,0.798954564667085
100,448.14963499163883,3.0655195668040545,75.70681598741525,1.8233189730127526,0.763088200059248
100,373.195830936407,151.35009059264885,67.6040616388508,0.7096433998507892,0.777296556980835
100,406.82868590214997,80.13464392462457,2.329869499941874,2.3153008080450386,0.733243618230912
100,570.5386621751643,73.6375153799808,36.25573739047027,2.754832103988847,0.812840749018350
100,408.66518885479456,179.0846664658602,47.07722478664057,0.8754626502825519,0.814619769508075
